movie_name,genre,rating,vote_count,duration
What Lives Here,horror,9.0,11,N/A
Deadly Culture: Final Mutation,horror,2.7,59,1h 9m
Wild Animal,horror,8.4,14,19m
Dead Teenagers,horror,3.2,160,1h 20m
Ladybug,horror,5.5,34,1h 47m
I Left My Heart in Colombia,horror,7.3,459,N/A
H.P. Lovecraft's the Shadow Over Innsmouth,horror,7.0,16,N/A
Bag of Lies,horror,3.8,606,1h 36m
Night Silence,horror,5.5,302,1h 52m
SinÉl,horror,5.1,32,1h 12m
True Fear,horror,4.6,333,1h 32m
Our Happy Place,horror,9.3,37,1h 30m
Feet of Death,horror,3.9,248,1h 46m
The Epidemic,horror,5.9,72,1h 35m
Salem Witch Doll,horror,2.3,153,1h 16m
Pasahero,horror,6.0,29,2h
"Spider Baby, or The Maddest Story Ever Told",horror,5.0,108,1h 12m
Holnap meghalok,horror,4.2,148,1h 25m
The Deadly Swarm,horror,2.5,210,1h 21m
A Stranger in the Woods,horror,4.8,714,1h 23m
The Sin,horror,5.3,366,1h 43m
Kuang Bao Ju Xi,horror,5.6,99,1h 15m
"Hemet, or the Landlady Don't Drink Tea",horror,4.3,103,1h 29m
Delicate Arch,horror,5.1,76,1h 25m
Camp Blood 9: Bride of Blood,horror,6.3,551,N/A
Z-Mom,horror,4.8,48,1h 30m
Broken Bird,horror,5.7,131,1h 39m
You Shouldn't Have Let Me In,horror,4.1,188,1h 24m
Good Neighbours,horror,3.0,196,1h 24m
The Girl Who Wore Yellow Lace,horror,5.2,39,1h 22m
Anatema,horror,4.2,229,1h 31m
Last Stop: Rocafort St.,horror,4.1,530,1h 29m
Unnatural,horror,3.7,149,1h 43m
Meathook,horror,5.4,23,1h 42m
Las Tias,horror,4.8,274,1h 27m
Solitude,horror,6.0,53,1h 37m
30 to 45,horror,3.5,21,1h 58m
Oculus,horror,6.0,15,1h 53m
Spithood,horror,5.4,1200,58m
Hunters on a White Field,horror,4.9,473,1h 40m
A Wedding Story,horror,6.3,3400,1h 50m
Killington,horror,2.8,192,1h 27m
Bloody Bridget,horror,7.0,54,1h 21m
Who's Watching,horror,8.0,14,N/A
Air Fryer Slaughter,horror,6.1,593,1h 30m
Twelve,horror,6.7,19,N/A
What Happened to Dorothy Bell?,horror,7.3,13,N/A
Fangs Out: Blood Apocalypse,horror,4.2,30,N/A
The Boys,horror,4.6,144,2h 11m
Guess Who,horror,4.8,379,1h 33m
The Gesuidouz,horror,6.7,100,1h 33m
Tu Sangre,horror,3.9,112,1h 21m
House of Ashes,horror,6.5,46,1h 35m
Camp Blood: Clown Shark,horror,3.7,105,1h 10m
Deadbolt,horror,4.6,338,1h 23m
Christmas Slasher,horror,4.8,10,N/A
Nyctophobia,horror,6.7,1800,1h 30m
Within the Pines,horror,6.4,23,1h 13m
Z Zone,horror,3.7,65,1h 23m
The Buildout,horror,4.0,110,1h 10m
Space Sharks,horror,1.6,347,1h 10m
The Carters,horror,5.2,29,1h 15m
The Girl in the Trunk,horror,3.4,355,1h 30m
Ice Nine Kills Presents: Welcome to Horrorwood,horror,8.3,36,1h 16m
Catch a Killer,horror,6.0,17,1h 22m
Dead Whisper,horror,3.8,571,1h 28m
Huntress,horror,3.0,89,1h 17m
Jurnal Risa by Risa Saraswati,horror,4.4,330,1h 32m
Dead Name,horror,8.4,13,1h 24m
Vampire Zombies... From Space!,horror,6.7,123,1h 38m
Pale Horse,horror,3.7,83,1h 27m
Ronggeng Kematian,horror,5.3,165,1h 38m
