movie_name,genre,rating,vote_count,duration
Mirza: Part 1 - Joker,thriller,6.8,245.0,02:45:00
Legally Veer,thriller,6.5,5200.0,02:22:00
Reloaded 2,thriller,7.3,1300.0,00:45:00
Mafia Wars,thriller,3.6,310.0,01:38:00
Angels Fallen: Warriors of Peace,thriller,4.8,6500.0,01:43:00
You Can't Run Forever,thriller,4.5,4500.0,01:42:00
Maharaj,thriller,6.5,15000.0,02:11:00
Operation: Raqqa,thriller,5.6,344.0,01:47:00
Sikaar,thriller,8.2,696.0,02:30:00
El instinto,thriller,6.6,128.0,01:32:00
Jagat,thriller,8.1,73.0,02:21:00
Succubus,thriller,3.5,923.0,01:36:00
Article 370,thriller,7.8,25000.0,02:38:00
Kanguva,thriller,4.5,15000.0,02:32:00
Martin,thriller,2.2,36000.0,02:27:00
Arenas,thriller,5.8,68.0,01:34:00
Here Now,thriller,4.9,560.0,01:58:00
Darkness of Man,thriller,4.7,3300.0,01:49:00
Amongst the Wolves,thriller,5.2,389.0,01:42:00
He Ain't Heavy,thriller,6.0,396.0,01:42:00
Way Home,thriller,6.4,1700.0,01:38:00
Latency,thriller,4.2,3000.0,01:34:00
The Haunted Apartment: Miss K,thriller,5.6,555.0,01:43:00
The Sand Castle,thriller,4.7,1800.0,01:38:00
Fear,thriller,7.9,2900.0,01:55:00
Bogota: City of the Lost,thriller,5.4,2200.0,01:48:00
Barda,thriller,4.6,779.0,01:39:00
The Sabarmati Report,thriller,6.4,25000.0,02:07:00
Taboo: Family Secrets,thriller,6.8,781.0,01:35:00
Shark Warning,thriller,3.5,435.0,01:34:00
Savi,thriller,5.9,36000.0,02:06:00
Seven Cemeteries,thriller,4.6,680.0,01:24:00
We Are Wolves,thriller,3.4,286.0,01:37:00
Siren,thriller,6.4,3000.0,02:34:00
Case of Kondana,thriller,5.8,747.0,02:23:00
Bloodline Killer,thriller,4.3,5400.0,01:45:00
Thiru.Manickam,thriller,8.0,2600.0,02:02:00
Strictly Confidential,thriller,2.8,896.0,01:34:00
Vina: Before 7 Days,thriller,5.4,680.0,01:40:00
Kryptic,thriller,4.0,689.0,01:42:00
Matka,thriller,4.7,618.0,02:36:00
Black Cab,thriller,4.1,1900.0,01:28:00
1 Million Followers,thriller,4.5,894.0,01:41:00
Love Me Dead,thriller,6.6,45.0,01:27:00
Love Bomb,thriller,3.0,286.0,01:15:00
Bangkok Dog,thriller,4.7,280.0,01:29:00
Saindhav,thriller,5.0,1700.0,02:18:00
Sheriff,thriller,6.9,1200.0,02:13:00
Footage,thriller,4.8,2500.0,02:04:00
Uninvited,thriller,5.6,382.0,01:33:00
Quotation Gang Part 1,thriller,8.8,32.0,01:58:00
